read_id	transcript_id
m54284U_191111_172039/72877417/ccs	transcript_1.known
m54284U_191110_105540/32245820/ccs	transcript_1.known
m54284U_191110_105540/68356635/ccs	transcript_1.known
m54284U_191111_172039/113573894/ccs	transcript_1.known
m54284U_191111_172039/164955803/ccs	transcript_1.known
m54284U_191111_172039/15862297/ccs	transcript_1.known
m54284U_191110_105540/15468347/ccs	transcript_1.known
m54284U_191110_105540/35454986/ccs	transcript_1.known
m54284U_191110_105540/167510133/ccs	transcript_1.known
m54284U_191111_172039/97651482/ccs	transcript_1.known
m54284U_191111_172039/113771476/ccs	transcript_1.known
m54284U_191111_172039/18350125/ccs	transcript_1.known
m54284U_191111_172039/8651834/ccs	transcript_1.known
m54284U_191111_172039/73795916/ccs	transcript_1.known
m54284U_191111_172039/9963325/ccs	transcript_1.known
m54284U_191111_172039/27789934/ccs	transcript_1.known
m54284U_191111_172039/17695599/ccs	transcript_1.known
m54284U_191111_172039/167381425/ccs	transcript_1.known
m54284U_191111_172039/42860608/ccs	transcript_1.known
m54284U_191111_172039/131072747/ccs	transcript_1.known
m54284U_191111_172039/133630400/ccs	transcript_1.known
m54284U_191110_105540/87755084/ccs	transcript_1.known
m54284U_191110_105540/179896700/ccs	transcript_1.known
m54284U_191111_172039/30148988/ccs	transcript_1.known
m54284U_191111_172039/73009466/ccs	transcript_1.known
m54284U_191111_172039/79235252/ccs	transcript_1.known
m54284U_191111_172039/145949175/ccs	transcript_1.known
m54284U_191111_172039/169412617/ccs	transcript_1.known
m54284U_191110_105540/97976638/ccs	transcript_1.known
m54284U_191111_172039/50595298/ccs	transcript_1.known
m54284U_191111_172039/67242619/ccs	transcript_1.known
m54284U_191111_172039/1638796/ccs	transcript_1.known
m54284U_191110_105540/33752441/ccs	transcript_1.known
m54284U_191111_172039/107413840/ccs	transcript_1.known
m54284U_191111_172039/120261014/ccs	transcript_1.known
m54284U_191110_105540/60688274/ccs	transcript_1.known
m54284U_191111_172039/64684335/ccs	transcript_1.known
m54284U_191110_105540/166987738/ccs	transcript_1.known
m54284U_191111_172039/57999606/ccs	transcript_1.known
m54284U_191111_172039/526202/ccs	transcript_1.known
m54284U_191111_172039/149162229/ccs	transcript_1.known
m54284U_191110_105540/167052261/ccs	transcript_1.known
m54284U_191111_172039/39781264/ccs	transcript_1.known
m54284U_191111_172039/19137554/ccs	transcript_1.known
m54284U_191111_172039/162857923/ccs	transcript_1.known
m54284U_191111_172039/163317925/ccs	transcript_1.known
m54284U_191111_172039/22547056/ccs	transcript_1.known
m54284U_191110_105540/45091275/ccs	transcript_1.known
m54284U_191111_172039/176817334/ccs	transcript_1.known
m54284U_191110_105540/128714059/ccs	transcript_1.known
m54284U_191111_172039/115345676/ccs	transcript_1.known
m54284U_191111_172039/132055534/ccs	transcript_1.known
m54284U_191110_105540/17302402/ccs	transcript_1.known
m54284U_191111_172039/51708980/ccs	transcript_1.known
m54284U_191111_172039/28576161/ccs	transcript_1.known
m54284U_191110_105540/9046109/ccs	transcript_1.known
m54284U_191111_172039/104467149/ccs	transcript_1.known
m54284U_191111_172039/45089288/ccs	transcript_1.known
m54284U_191111_172039/73730900/ccs	transcript_1.known
m54284U_191110_105540/98961494/ccs	transcript_1.known
m54284U_191111_172039/60294311/ccs	transcript_1.known
m54284U_191111_172039/129041020/ccs	transcript_1.known
m54284U_191111_172039/128125296/ccs	transcript_1.known
m54284U_191111_172039/13631981/ccs	transcript_1.known
m54284U_191111_172039/11665764/ccs	transcript_1.known
m54284U_191111_172039/172492271/ccs	transcript_1.known
m54284U_191110_105540/97519929/ccs	transcript_1.known
m54284U_191111_172039/110952549/ccs	transcript_1.known
m54284U_191111_172039/107873726/ccs	transcript_1.known
m54284U_191111_172039/49743431/ccs	transcript_1.known
m54284U_191111_172039/2754222/ccs	transcript_1.known
m54284U_191111_172039/70978263/ccs	transcript_1.known
m54284U_191111_172039/47644814/ccs	transcript_1.known
m54284U_191111_172039/11143892/ccs	transcript_1.known
m54284U_191111_172039/158926205/ccs	transcript_1.known
m54284U_191111_172039/148505278/ccs	transcript_1.known
m54284U_191110_105540/50595016/ccs	transcript_1.known
m54284U_191111_172039/144115882/ccs	transcript_1.known
m54284U_191111_172039/170723086/ccs	transcript_1.known
m54284U_191110_105540/43648647/ccs	transcript_1.known
m54284U_191110_105540/129173352/ccs	transcript_1.known
m54284U_191111_172039/155713958/ccs	transcript_1.known
m54284U_191111_172039/173803154/ccs	transcript_1.known
m54284U_191111_172039/48629216/ccs	transcript_1.known
m54284U_191111_172039/156959133/ccs	transcript_1.known
m54284U_191110_105540/42404220/ccs	transcript_1.known
m54284U_191111_172039/157483943/ccs	transcript_1.known
m54284U_191111_172039/77138282/ccs	transcript_1.known
m54284U_191111_172039/114492632/ccs	transcript_1.known
m54284U_191110_105540/41550897/ccs	transcript_1.known
m54284U_191110_105540/140249624/ccs	transcript_1.known
m54284U_191110_105540/180422212/ccs	transcript_1.known
m54284U_191111_172039/136579907/ccs	transcript_1.known
m54284U_191111_172039/162662258/ccs	transcript_1.known
m54284U_191111_172039/178194721/ccs	transcript_1.known
m54284U_191111_172039/153946107/ccs	transcript_1.known
m54284U_191111_172039/84476900/ccs	transcript_1.known
m54284U_191110_105540/65209268/ccs	transcript_1.known
m54284U_191111_172039/46073556/ccs	transcript_1.known
m54284U_191110_105540/100861393/ccs	transcript_1.known
m54284U_191110_105540/65668123/ccs	transcript_1.known
m54284U_191111_172039/89393105/ccs	transcript_1.known
m54284U_191111_172039/81594482/ccs	transcript_1.known
m54284U_191110_105540/45352290/ccs	transcript_1.known
m54284U_191111_172039/61932592/ccs	transcript_1.known
m54284U_191111_172039/158859687/ccs	transcript_1.known
m54284U_191111_172039/143067135/ccs	transcript_1.known
m54284U_191111_172039/40110168/ccs	transcript_1.known
m54284U_191111_172039/139463509/ccs	transcript_1.known
m54284U_191111_172039/36766707/ccs	transcript_1.known
m54284U_191111_172039/82970931/ccs	transcript_1.known
m54284U_191111_172039/47844046/ccs	transcript_1.known
m54284U_191110_105540/27984092/ccs	transcript_1.known
m54284U_191111_172039/22480596/ccs	transcript_1.known
m54284U_191111_172039/20383747/ccs	transcript_1.known
m54284U_191111_172039/147456438/ccs	transcript_1.known
m54284U_191110_105540/176686345/ccs	transcript_1.known
m54284U_191111_172039/146999883/ccs	transcript_1.known
m54284U_191111_172039/154077435/ccs	transcript_1.known
m54284U_191111_172039/56625316/ccs	transcript_1.known
m54284U_191111_172039/90048220/ccs	transcript_1.known
m54284U_191111_172039/133630692/ccs	transcript_1.known
m54284U_191111_172039/74973592/ccs	transcript_1.known
m54284U_191111_172039/2229153/ccs	transcript_1.known
m54284U_191110_105540/120457392/ccs	transcript_1.known
m54284U_191111_172039/78577968/ccs	transcript_1.known
m54284U_191111_172039/153356158/ccs	transcript_1.known
m54284U_191111_172039/179767282/ccs	transcript_1.known
m54284U_191110_105540/49546819/ccs	transcript_1.known
m54284U_191110_105540/124191450/ccs	transcript_1.known
m54284U_191111_172039/8718825/ccs	transcript_1.known
m54284U_191111_172039/19334649/ccs	transcript_1.known
m54284U_191111_172039/49351385/ccs	transcript_1.known
m54284U_191111_172039/39979863/ccs	transcript_1.known
m54284U_191111_172039/98566604/ccs	transcript_1.known
m54284U_191111_172039/93586160/ccs	transcript_1.known
m54284U_191111_172039/83429565/ccs	transcript_1.known
m54284U_191111_172039/54397428/ccs	transcript_1.known
m54284U_191111_172039/31393350/ccs	transcript_1.known
m54284U_191110_105540/82905102/ccs	transcript_1.known
m54284U_191111_172039/93390743/ccs	transcript_1.known
m54284U_191110_105540/75891512/ccs	transcript_1.known
m54284U_191111_172039/178915472/ccs	transcript_1.known
m54284U_191110_105540/48695322/ccs	transcript_1.known
m54284U_191111_172039/42403745/ccs	transcript_1.known
m54284U_191110_105540/141363924/ccs	transcript_1.known
m54284U_191111_172039/119015186/ccs	transcript_1.known
m54284U_191111_172039/135071198/ccs	transcript_1.known
m54284U_191111_172039/49676514/ccs	transcript_1.known
m54284U_191111_172039/30017964/ccs	transcript_1.known
m54284U_191111_172039/142279132/ccs	transcript_1.known
m54284U_191111_172039/147063917/ccs	transcript_1.known
m54284U_191111_172039/34277816/ccs	transcript_1.known
m54284U_191111_172039/39583899/ccs	transcript_1.known
m54284U_191110_105540/136578734/ccs	transcript_1.known
m54284U_191110_105540/157614386/ccs	transcript_1.known
m54284U_191110_105540/19595792/ccs	transcript_1.known
m54284U_191111_172039/139791070/ccs	transcript_1.known
m54284U_191111_172039/56950801/ccs	transcript_1.known
m54284U_191111_172039/72746428/ccs	transcript_1.known
m54284U_191110_105540/32573499/ccs	transcript_1.known
m54284U_191110_105540/67110136/ccs	transcript_1.known
m54284U_191111_172039/1574986/ccs	transcript_1.known
m54284U_191111_172039/28707620/ccs	transcript_1.known
m54284U_191111_172039/117966518/ccs	transcript_1.known
m54284U_191111_172039/95357287/ccs	transcript_1.known
m54284U_191110_105540/11010395/ccs	transcript_1.known
m54284U_191110_105540/154929334/ccs	transcript_1.known
m54284U_191110_105540/46007746/ccs	transcript_1.known
m54284U_191111_172039/135203569/ccs	transcript_1.known
m54284U_191110_105540/81592788/ccs	transcript_1.known
m54284U_191111_172039/120717631/ccs	transcript_1.known
m54284U_191110_105540/12192216/ccs	transcript_1.known
m54284U_191110_105540/113314165/ccs	transcript_1.known
m54284U_191111_172039/106300521/ccs	transcript_1.known
m54284U_191111_172039/144639694/ccs	transcript_1.known
m54284U_191111_172039/94634945/ccs	transcript_1.known
m54284U_191111_172039/61736129/ccs	transcript_1.known
m54284U_191110_105540/65471255/ccs	transcript_1.known
m54284U_191111_172039/116328474/ccs	transcript_1.known
m54284U_191110_105540/129893023/ccs	transcript_1.known
m54284U_191110_105540/16778930/ccs	transcript_1.known
m54284U_191111_172039/63833422/ccs	transcript_1.known
m54284U_191111_172039/34472153/ccs	transcript_1.known
m54284U_191111_172039/6488999/ccs	transcript_1.known
m54284U_191110_105540/18023365/ccs	transcript_1.known
m54284U_191111_172039/77466320/ccs	transcript_1.known
m54284U_191111_172039/60294002/ccs	transcript_1.known
m54284U_191110_105540/128322366/ccs	transcript_1.known
m54284U_191111_172039/103809972/ccs	transcript_1.known
m54284U_191110_105540/104794420/ccs	transcript_1.known
m54284U_191111_172039/86311773/ccs	transcript_1.known
m54284U_191110_105540/152961370/ccs	transcript_1.known
m54284U_191111_172039/178653612/ccs	transcript_1.known
m54284U_191111_172039/103680472/ccs	transcript_1.known
m54284U_191111_172039/70713695/ccs	transcript_1.known
m54284U_191111_172039/85133130/ccs	transcript_1.known
m54284U_191111_172039/43058711/ccs	transcript_1.known
m54284U_191111_172039/52757104/ccs	transcript_1.known
m54284U_191111_172039/28311740/ccs	transcript_1.known
m54284U_191110_105540/20447379/ccs	transcript_1.known
m54284U_191111_172039/132777376/ccs	transcript_1.known
m54284U_191111_172039/154927260/ccs	transcript_1.known
m54284U_191110_105540/167838246/ccs	transcript_1.known
m54284U_191110_105540/120260889/ccs	transcript_1.known
m54284U_191110_105540/157026180/ccs	transcript_1.known
m54284U_191111_172039/129893888/ccs	transcript_1.known
m54284U_191111_172039/4523319/ccs	transcript_1.known
m54284U_191110_105540/151978309/ccs	transcript_1.known
m54284U_191111_172039/128385074/ccs	transcript_1.known
m54284U_191111_172039/94176175/ccs	transcript_1.known
m54284U_191110_105540/113705619/ccs	transcript_1.known
m54284U_191111_172039/108201041/ccs	transcript_1.known
m54284U_191111_172039/32114235/ccs	transcript_1.known
m54284U_191110_105540/70255551/ccs	transcript_1.known
m54284U_191111_172039/89981788/ccs	transcript_1.known
m54284U_191111_172039/94111219/ccs	transcript_1.known
m54284U_191110_105540/68354477/ccs	transcript_1.known
m54284U_191110_105540/166201185/ccs	transcript_1.known
m54284U_191111_172039/16451355/ccs	transcript_1.known
m54284U_191111_172039/125634757/ccs	transcript_1.known
m54284U_191110_105540/98109286/ccs	transcript_1.known
m54284U_191111_172039/135922493/ccs	transcript_1.known
m54284U_191111_172039/73992795/ccs	transcript_1.known
m54284U_191110_105540/122095670/ccs	transcript_1.known
m54284U_191111_172039/100731234/ccs	transcript_1.known
m54284U_191110_105540/132186411/ccs	transcript_1.known
m54284U_191111_172039/101450512/ccs	transcript_1.known
m54284U_191111_172039/18876962/ccs	transcript_1.known
m54284U_191111_172039/145490801/ccs	transcript_1.known
m54284U_191111_172039/63833146/ccs	transcript_1.known
m54284U_191111_172039/143852067/ccs	transcript_1.known
m54284U_191111_172039/73336514/ccs	transcript_1.known
m54284U_191111_172039/74450218/ccs	transcript_1.known
m54284U_191111_172039/120914392/ccs	transcript_1.known
m54284U_191111_172039/15796561/ccs	transcript_1.known
m54284U_191111_172039/100075688/ccs	transcript_1.known
m54284U_191110_105540/39846594/ccs	transcript_1.known
m54284U_191111_172039/91883537/ccs	transcript_1.known
m54284U_191111_172039/78775919/ccs	transcript_1.known
m54284U_191111_172039/31656475/ccs	transcript_1.known
m54284U_191111_172039/135267844/ccs	transcript_1.known
m54284U_191111_172039/71632665/ccs	transcript_1.known
m54284U_191111_172039/41616698/ccs	transcript_1.known
m54284U_191110_105540/144837209/ccs	transcript_1.known
m54284U_191110_105540/143001940/ccs	transcript_1.known
m54284U_191111_172039/12845707/ccs	transcript_1.known
m54284U_191110_105540/100533334/ccs	transcript_1.known
m54284U_191111_172039/132777353/ccs	transcript_1.known
m54284U_191110_105540/103351068/ccs	transcript_1.known
m54284U_191111_172039/13566475/ccs	transcript_1.known
m54284U_191111_172039/113117162/ccs	transcript_1.known
m54284U_191110_105540/7405878/ccs	transcript_1.known
m54284U_191110_105540/25822739/ccs	transcript_1.known
m54284U_191111_172039/175177850/ccs	transcript_1.known
m54284U_191110_105540/151980790/ccs	transcript_1.known
m54284U_191110_105540/77201594/ccs	transcript_1.known
m54284U_191111_172039/156304183/ccs	transcript_1.known
m54284U_191110_105540/145557761/ccs	transcript_1.known
m54284U_191110_105540/27329061/ccs	transcript_1.known
m54284U_191111_172039/178192847/ccs	transcript_1.known
m54284U_191111_172039/152177406/ccs	transcript_1.known
m54284U_191110_105540/85132557/ccs	transcript_1.known
m54284U_191110_105540/66292/ccs	transcript_1.known
m54284U_191111_172039/41157169/ccs	transcript_1.known
m54284U_191111_172039/92669060/ccs	transcript_1.known
m54284U_191110_105540/43976546/ccs	transcript_1.known
m54284U_191111_172039/157681263/ccs	transcript_1.known
m54284U_191111_172039/101517163/ccs	transcript_1.known
m54284U_191110_105540/28248436/ccs	transcript_1.known
m54284U_191111_172039/98896404/ccs	transcript_1.known
m54284U_191111_172039/111610367/ccs	transcript_1.known
m54284U_191110_105540/43188362/ccs	transcript_1.known
m54284U_191111_172039/104661828/ccs	transcript_1.known
m54284U_191110_105540/174588841/ccs	transcript_1.known
m54284U_191111_172039/140184086/ccs	transcript_1.known
m54284U_191111_172039/29491839/ccs	transcript_1.known
m54284U_191111_172039/138152092/ccs	transcript_1.known
m54284U_191111_172039/34933432/ccs	transcript_1.known
m54284U_191111_172039/104464398/ccs	transcript_1.known
m54284U_191111_172039/328993/ccs	transcript_1.known
m54284U_191111_172039/32047439/ccs	transcript_1.known
m54284U_191111_172039/100796778/ccs	transcript_1.known
m54284U_191111_172039/52822776/ccs	transcript_1.known
m54284U_191111_172039/143327723/ccs	transcript_1.known
m54284U_191110_105540/10814448/ccs	transcript_1.known
m54284U_191111_172039/86181233/ccs	transcript_1.known
m54284U_191111_172039/8454548/ccs	transcript_1.known
m54284U_191111_172039/13699675/ccs	transcript_1.known
m54284U_191111_172039/39322925/ccs	transcript_1.known
m54284U_191110_105540/90703369/ccs	transcript_1.known
m54284U_191111_172039/109382490/ccs	transcript_1.known
m54284U_191111_172039/77333526/ccs	transcript_1.known
m54284U_191111_172039/21627402/ccs	transcript_1.known
m54284U_191110_105540/117964996/ccs	transcript_1.known
m54284U_191111_172039/21037186/ccs	transcript_1.known
m54284U_191111_172039/12125397/ccs	transcript_1.known
m54284U_191111_172039/108724384/ccs	transcript_1.known
m54284U_191111_172039/73663177/ccs	transcript_1.known
m54284U_191111_172039/86247685/ccs	transcript_1.known
m54284U_191111_172039/132383295/ccs	transcript_1.known
m54284U_191111_172039/46137910/ccs	transcript_1.known
m54284U_191110_105540/76939965/ccs	transcript_1.known
m54284U_191110_105540/89851384/ccs	transcript_1.known
m54284U_191111_172039/6097242/ccs	transcript_1.known
m54284U_191111_172039/169673997/ccs	transcript_1.known
m54284U_191111_172039/87163135/ccs	transcript_1.known
m54284U_191110_105540/17432683/ccs	transcript_1.known
m54284U_191110_105540/165808368/ccs	transcript_1.known
m54284U_191111_172039/43581796/ccs	transcript_1.known
m54284U_191110_105540/30671402/ccs	transcript_1.known
m54284U_191110_105540/21234469/ccs	transcript_1.known
m54284U_191111_172039/172490779/ccs	transcript_1.known
m54284U_191111_172039/77007114/ccs	transcript_1.known
m54284U_191110_105540/100403027/ccs	transcript_1.known
m54284U_191111_172039/104728755/ccs	transcript_1.known
m54284U_191111_172039/48629353/ccs	transcript_1.known
m54284U_191110_105540/92605048/ccs	transcript_1.known
m54284U_191111_172039/117443328/ccs	transcript_1.known
m54284U_191110_105540/15073961/ccs	transcript_1.known
m54284U_191111_172039/164890167/ccs	transcript_1.known
m54284U_191111_172039/140247770/ccs	transcript_1.known
m54284U_191110_105540/129173211/ccs	transcript_1.known
m54284U_191111_172039/34275543/ccs	transcript_1.known
m54284U_191110_105540/5834267/ccs	transcript_1.known
m54284U_191110_105540/9830626/ccs	transcript_1.known
m54284U_191110_105540/17369447/ccs	transcript_1.known
m54284U_191110_105540/1903287/ccs	transcript_1.known
m54284U_191111_172039/87164929/ccs	transcript_1.known
m54284U_191110_105540/94373478/ccs	transcript_1.known
m54284U_191110_105540/45088956/ccs	transcript_1.known
m54284U_191110_105540/78251100/ccs	transcript_1.known
m54284U_191110_105540/5178749/ccs	transcript_1.known
m54284U_191111_172039/82315690/ccs	transcript_1.known
m54284U_191110_105540/21038117/ccs	transcript_1.known
m54284U_191111_172039/130746946/ccs	transcript_1.known
m54284U_191110_105540/165086293/ccs	transcript_1.known
m54284U_191111_172039/117442444/ccs	transcript_1.known
m54284U_191111_172039/139788422/ccs	transcript_1.known
m54284U_191111_172039/918901/ccs	transcript_1.known
m54284U_191110_105540/88148800/ccs	transcript_1.known
m54284U_191110_105540/58655111/ccs	transcript_1.known
m54284U_191111_172039/165546733/ccs	transcript_1.known
m54284U_191111_172039/71565644/ccs	transcript_1.known
m54284U_191111_172039/105841722/ccs	transcript_1.known
m54284U_191111_172039/25955049/ccs	transcript_1.known
m54284U_191111_172039/11994958/ccs	transcript_1.known
m54284U_191110_105540/32114685/ccs	transcript_1.known
m54284U_191111_172039/173605388/ccs	transcript_1.known
m54284U_191111_172039/81069312/ccs	transcript_1.known
m54284U_191110_105540/169084223/ccs	transcript_1.known
m54284U_191111_172039/143264308/ccs	transcript_1.known
m54284U_191110_105540/30476764/ccs	transcript_1.known
m54284U_191111_172039/102958186/ccs	transcript_1.known
m54284U_191110_105540/20776447/ccs	transcript_1.known
m54284U_191110_105540/37421885/ccs	transcript_1.known
m54284U_191111_172039/38733742/ccs	transcript_1.known
m54284U_191111_172039/84280968/ccs	transcript_1.known
m54284U_191111_172039/37356678/ccs	transcript_1.known
m54284U_191110_105540/118423936/ccs	transcript_1.known
m54284U_191111_172039/17629763/ccs	transcript_1.known
m54284U_191111_172039/114034949/ccs	transcript_1.known
m54284U_191110_105540/56952093/ccs	transcript_1.known
m54284U_191111_172039/58983951/ccs	transcript_1.known
m54284U_191110_105540/152898165/ccs	transcript_1.known
m54284U_191110_105540/52037188/ccs	transcript_1.known
m54284U_191111_172039/67634206/ccs	transcript_1.known
m54284U_191111_172039/133237481/ccs	transcript_1.known
m54284U_191111_172039/15270108/ccs	transcript_1.known
m54284U_191111_172039/73467666/ccs	transcript_1.known
